region,subregion,country,area,country_area,date,confirmed_cases,deaths,recovered,population,lat,long,lat_long_flag,pop_flag,active,confirmed_cases_rate,deaths_rate,recovered_rate,active_rate,C_xs_T,devt_time
Europe,Northern Europe,Iceland,,Iceland,07/03/2020,50,0,0,0.34125,64.9631,-19.0208,1,1,50,146.5201465,0,0,1,1,6
Europe,Northern Europe,Iceland,,Iceland,08/03/2020,50,0,0,0.34125,64.9631,-19.0208,1,1,50,146.5201465,0,0,1,1,7
Europe,Northern Europe,Iceland,,Iceland,09/03/2020,58,0,0,0.34125,64.9631,-19.0208,1,1,58,169.96337,0,0,1,1,8
Europe,Northern Europe,Iceland,,Iceland,10/03/2020,69,0,1,0.34125,64.9631,-19.0208,1,1,68,202.1978022,0,0.014492754,0.985507246,1,9
Europe,Northern Europe,Iceland,,Iceland,11/03/2020,85,0,1,0.34125,64.9631,-19.0208,1,1,84,249.0842491,0,0.011764706,0.988235294,1,10
Europe,Northern Europe,Iceland,,Iceland,12/03/2020,103,0,1,0.34125,64.9631,-19.0208,1,1,102,301.8315018,0,0.009708738,0.990291262,1,11
Europe,Northern Europe,Iceland,,Iceland,13/03/2020,134,0,1,0.34125,64.9631,-19.0208,1,1,133,392.6739927,0,0.007462687,0.992537313,1,12
Europe,Northern Europe,Iceland,,Iceland,14/03/2020,156,0,1,0.34125,64.9631,-19.0208,1,1,155,457.1428571,0,0.006410256,0.993589744,1,13
Europe,Northern Europe,Iceland,,Iceland,15/03/2020,180,5,8,0.34125,64.9631,-19.0208,1,1,167,527.4725275,0.027777778,0.044444444,0.927777778,1,14
Europe,Northern Europe,Iceland,,Iceland,16/03/2020,180,0,0,0.34125,64.9631,-19.0208,1,1,180,527.4725275,0,0,1,1,15
Europe,Northern Europe,Iceland,,Iceland,17/03/2020,250,1,0,0.34125,64.9631,-19.0208,1,1,249,732.6007326,0.004,0,0.996,1,16
Europe,Northern Europe,Iceland,,Iceland,18/03/2020,250,1,5,0.34125,64.9631,-19.0208,1,1,244,732.6007326,0.004,0.02,0.976,1,17
Europe,Northern Europe,Iceland,,Iceland,19/03/2020,330,1,5,0.34125,64.9631,-19.0208,1,1,324,967.032967,0.003030303,0.015151515,0.981818182,1,18
Europe,Northern Europe,Iceland,,Iceland,20/03/2020,409,0,5,0.34125,64.9631,-19.0208,1,1,404,1198.534799,0,0.012224939,0.987775061,1,19
Europe,Northern Europe,Iceland,,Iceland,21/03/2020,473,1,22,0.34125,64.9631,-19.0208,1,1,450,1386.080586,0.002114165,0.046511628,0.951374207,1,20
Europe,Northern Europe,Iceland,,Iceland,22/03/2020,568,1,5,0.34125,64.9631,-19.0208,1,1,562,1664.468864,0.001760563,0.008802817,0.98943662,1,21
Europe,Northern Europe,Iceland,,Iceland,23/03/2020,588,1,51,0.34125,64.9631,-19.0208,1,1,536,1723.076923,0.00170068,0.086734694,0.911564626,1,22
Europe,Northern Europe,Iceland,,Iceland,24/03/2020,648,2,51,0.34125,64.9631,-19.0208,1,1,595,1898.901099,0.00308642,0.078703704,0.918209877,1,23
Europe,Northern Europe,Iceland,,Iceland,25/03/2020,737,2,56,0.34125,64.9631,-19.0208,1,1,679,2159.70696,0.002713704,0.075983718,0.921302578,1,24
Europe,Northern Europe,Iceland,,Iceland,26/03/2020,802,2,82,0.34125,64.9631,-19.0208,1,1,718,2350.18315,0.002493766,0.102244389,0.895261845,1,25
Europe,Northern Europe,Iceland,,Iceland,27/03/2020,890,2,97,0.34125,64.9631,-19.0208,1,1,791,2608.058608,0.002247191,0.108988764,0.888764045,1,26
Europe,Northern Europe,Iceland,,Iceland,28/03/2020,963,2,114,0.34125,64.9631,-19.0208,1,1,847,2821.978022,0.002076843,0.118380062,0.879543094,1,27
Europe,Northern Europe,Iceland,,Iceland,29/03/2020,1020,2,135,0.34125,64.9631,-19.0208,1,1,883,2989.010989,0.001960784,0.132352941,0.865686275,1,28
Europe,Northern Europe,Iceland,,Iceland,30/03/2020,1086,2,157,0.34125,64.9631,-19.0208,1,1,927,3182.417582,0.001841621,0.144567219,0.85359116,1,29
Europe,Northern Europe,Iceland,,Iceland,31/03/2020,1135,2,198,0.34125,64.9631,-19.0208,1,1,935,3326.007326,0.001762115,0.174449339,0.823788546,1,30
Europe,Northern Europe,Iceland,,Iceland,01/04/2020,1220,2,225,0.34125,64.9631,-19.0208,1,1,993,3575.091575,0.001639344,0.18442623,0.813934426,1,31
Europe,Northern Europe,Iceland,,Iceland,02/04/2020,1319,4,284,0.34125,64.9631,-19.0208,1,1,1031,3865.201465,0.0030326,0.215314632,0.781652767,1,32
Europe,Northern Europe,Iceland,,Iceland,03/04/2020,1364,4,309,0.34125,64.9631,-19.0208,1,1,1051,3997.069597,0.002932551,0.226539589,0.770527859,1,33
Europe,Northern Europe,Iceland,,Iceland,04/04/2020,1417,4,396,0.34125,64.9631,-19.0208,1,1,1017,4152.380952,0.002822865,0.279463656,0.717713479,1,34
Europe,Northern Europe,Iceland,,Iceland,05/04/2020,1486,4,428,0.34125,64.9631,-19.0208,1,1,1054,4354.578755,0.00269179,0.288021534,0.709286676,1,35
Europe,Northern Europe,Iceland,,Iceland,06/04/2020,1562,6,460,0.34125,64.9631,-19.0208,1,1,1096,4577.289377,0.003841229,0.294494238,0.701664533,1,36
Europe,Northern Europe,Iceland,,Iceland,07/04/2020,1586,6,559,0.34125,64.9631,-19.0208,1,1,1021,4647.619048,0.003783102,0.352459016,0.643757881,1,37
Central And Southern Asia,Southern Asia,India,,India,30/01/2020,1,0,0,1380.004385,20.593684,78.96288,1,1,1,0.000724635,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,31/01/2020,1,0,0,1380.004385,20.593684,78.96288,1,1,1,0.000724635,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,01/02/2020,1,0,0,1380.004385,20.593684,78.96288,1,1,1,0.000724635,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,02/02/2020,2,0,0,1380.004385,20.593684,78.96288,1,1,2,0.001449271,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,03/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,04/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,05/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,06/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,07/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,08/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,09/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,10/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,11/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,12/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,13/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,14/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,15/02/2020,3,0,0,1380.004385,20.593684,78.96288,1,1,3,0.002173906,0,0,1,0,-99
Central And Southern Asia,Southern Asia,India,,India,16/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,17/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,18/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,19/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,20/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,21/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,22/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,23/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,24/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,25/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,26/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,27/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,28/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,29/02/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,01/03/2020,3,0,3,1380.004385,20.593684,78.96288,1,1,0,0.002173906,0,1,0,0,-99
Central And Southern Asia,Southern Asia,India,,India,02/03/2020,5,0,3,1380.004385,20.593684,78.96288,1,1,2,0.003623177,0,0.6,0.4,0,-99
Central And Southern Asia,Southern Asia,India,,India,03/03/2020,5,0,3,1380.004385,20.593684,78.96288,1,1,2,0.003623177,0,0.6,0.4,0,-99
Central And Southern Asia,Southern Asia,India,,India,04/03/2020,28,0,3,1380.004385,20.593684,78.96288,1,1,25,0.020289791,0,0.107142857,0.892857143,0,-99
Central And Southern Asia,Southern Asia,India,,India,05/03/2020,30,0,3,1380.004385,20.593684,78.96288,1,1,27,0.021739061,0,0.1,0.9,0,-99
Central And Southern Asia,Southern Asia,India,,India,06/03/2020,31,0,3,1380.004385,20.593684,78.96288,1,1,28,0.022463697,0,0.096774194,0.903225806,0,-99
Central And Southern Asia,Southern Asia,India,,India,07/03/2020,34,0,3,1380.004385,20.593684,78.96288,1,1,31,0.024637603,0,0.088235294,0.911764706,0,-99
Central And Southern Asia,Southern Asia,India,,India,08/03/2020,39,0,3,1380.004385,20.593684,78.96288,1,1,36,0.02826078,0,0.076923077,0.923076923,0,-99
Central And Southern Asia,Southern Asia,India,,India,09/03/2020,43,0,3,1380.004385,20.593684,78.96288,1,1,40,0.031159321,0,0.069767442,0.930232558,0,-99
Central And Southern Asia,Southern Asia,India,,India,10/03/2020,56,0,4,1380.004385,20.593684,78.96288,1,1,52,0.040579581,0,0.071428571,0.928571429,0,-99
Central And Southern Asia,Southern Asia,India,,India,11/03/2020,62,1,4,1380.004385,20.593684,78.96288,1,1,57,0.044927393,0.016129032,0.064516129,0.919354839,0,-99
Central And Southern Asia,Southern Asia,India,,India,12/03/2020,73,1,4,1380.004385,20.593684,78.96288,1,1,68,0.052898383,0.01369863,0.054794521,0.931506849,0,-99
Central And Southern Asia,Southern Asia,India,,India,13/03/2020,82,2,4,1380.004385,20.593684,78.96288,1,1,76,0.059420101,0.024390244,0.048780488,0.926829268,0,-99
Central And Southern Asia,Southern Asia,India,,India,14/03/2020,102,2,4,1380.004385,20.593684,78.96288,1,1,96,0.073912809,0.019607843,0.039215686,0.941176471,0,-99
Central And Southern Asia,Southern Asia,India,,India,15/03/2020,113,2,13,1380.004385,20.593684,78.96288,1,1,98,0.081883798,0.017699115,0.115044248,0.867256637,0,-99
Central And Southern Asia,Southern Asia,India,,India,16/03/2020,119,2,13,1380.004385,20.593684,78.96288,1,1,104,0.08623161,0.016806723,0.109243697,0.87394958,0,-99
Central And Southern Asia,Southern Asia,India,,India,17/03/2020,142,3,14,1380.004385,20.593684,78.96288,1,1,125,0.102898224,0.021126761,0.098591549,0.88028169,0,-99
Central And Southern Asia,Southern Asia,India,,India,18/03/2020,156,3,14,1380.004385,20.593684,78.96288,1,1,139,0.113043119,0.019230769,0.08974359,0.891025641,0,-99
Central And Southern Asia,Southern Asia,India,,India,19/03/2020,194,4,15,1380.004385,20.593684,78.96288,1,1,175,0.140579263,0.020618557,0.077319588,0.902061856,0,-99
Central And Southern Asia,Southern Asia,India,,India,20/03/2020,244,5,20,1380.004385,20.593684,78.96288,1,1,219,0.176811032,0.020491803,0.081967213,0.897540984,0,-99
Central And Southern Asia,Southern Asia,India,,India,21/03/2020,330,4,23,1380.004385,20.593684,78.96288,1,1,303,0.239129675,0.012121212,0.06969697,0.918181818,0,-99
Central And Southern Asia,Southern Asia,India,,India,22/03/2020,396,7,24,1380.004385,20.593684,78.96288,1,1,365,0.28695561,0.017676768,0.060606061,0.921717172,0,-99
Central And Southern Asia,Southern Asia,India,,India,23/03/2020,499,10,34,1380.004385,20.593684,78.96288,1,1,455,0.361593054,0.02004008,0.068136273,0.911823647,0,-99
Central And Southern Asia,Southern Asia,India,,India,24/03/2020,536,10,40,1380.004385,20.593684,78.96288,1,1,486,0.388404563,0.018656716,0.074626866,0.906716418,0,-99
Central And Southern Asia,Southern Asia,India,,India,25/03/2020,657,12,43,1380.004385,20.593684,78.96288,1,1,602,0.476085444,0.01826484,0.065449011,0.916286149,0,-99
Central And Southern Asia,Southern Asia,India,,India,26/03/2020,727,20,45,1380.004385,20.593684,78.96288,1,1,662,0.52680992,0.027510316,0.061898212,0.910591472,0,-99
Central And Southern Asia,Southern Asia,India,,India,27/03/2020,887,20,73,1380.004385,20.593684,78.96288,1,1,794,0.642751581,0.022547914,0.082299887,0.895152198,0,-99
Central And Southern Asia,Southern Asia,India,,India,28/03/2020,987,24,84,1380.004385,20.593684,78.96288,1,1,879,0.715215119,0.024316109,0.085106383,0.890577508,0,-99
Central And Southern Asia,Southern Asia,India,,India,29/03/2020,1024,27,95,1380.004385,20.593684,78.96288,1,1,902,0.742026628,0.026367188,0.092773438,0.880859375,0,-99
Central And Southern Asia,Southern Asia,India,,India,30/03/2020,1251,32,102,1380.004385,20.593684,78.96288,1,1,1117,0.906518859,0.025579536,0.081534772,0.892885691,0,-99
Central And Southern Asia,Southern Asia,India,,India,31/03/2020,1397,35,123,1380.004385,20.593684,78.96288,1,1,1239,1.012315624,0.025053686,0.088045812,0.886900501,0,-99
Central And Southern Asia,Southern Asia,India,,India,01/04/2020,1998,58,148,1380.004385,20.593684,78.96288,1,1,1792,1.447821486,0.029029029,0.074074074,0.896896897,0,-99
Central And Southern Asia,Southern Asia,India,,India,02/04/2020,2543,72,191,1380.004385,20.593684,78.96288,1,1,2280,1.842747768,0.028313016,0.07510814,0.896578844,0,-99
Central And Southern Asia,Southern Asia,India,,India,03/04/2020,2567,72,192,1380.004385,20.593684,78.96288,1,1,2303,1.860139017,0.028048305,0.074795481,0.897156213,0,-99
Central And Southern Asia,Southern Asia,India,,India,04/04/2020,3082,86,229,1380.004385,20.593684,78.96288,1,1,2767,2.233326237,0.027903958,0.074302401,0.89779364,0,-99
Central And Southern Asia,Southern Asia,India,,India,05/04/2020,3588,99,229,1380.004385,20.593684,78.96288,1,1,3260,2.599991738,0.027591973,0.063823857,0.908584169,0,-99
Central And Southern Asia,Southern Asia,India,,India,06/04/2020,4778,136,375,1380.004385,20.593684,78.96288,1,1,4267,3.462307839,0.028463792,0.078484722,0.893051486,0,-99
Central And Southern Asia,Southern Asia,India,,India,07/04/2020,5311,150,421,1380.004385,20.593684,78.96288,1,1,4740,3.848538496,0.028243269,0.079269441,0.892487291,0,-99
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,02/03/2020,2,0,0,273.523621,-0.7893,113.9213,1,1,2,0.007311983,0,0,1,0,-28
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,03/03/2020,2,0,0,273.523621,-0.7893,113.9213,1,1,2,0.007311983,0,0,1,0,-27
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,04/03/2020,2,0,0,273.523621,-0.7893,113.9213,1,1,2,0.007311983,0,0,1,0,-26
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,05/03/2020,2,0,0,273.523621,-0.7893,113.9213,1,1,2,0.007311983,0,0,1,0,-25
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,06/03/2020,4,0,0,273.523621,-0.7893,113.9213,1,1,4,0.014623966,0,0,1,0,-24
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,07/03/2020,4,0,0,273.523621,-0.7893,113.9213,1,1,4,0.014623966,0,0,1,0,-23
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,08/03/2020,6,0,0,273.523621,-0.7893,113.9213,1,1,6,0.021935948,0,0,1,0,-22
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,09/03/2020,19,0,0,273.523621,-0.7893,113.9213,1,1,19,0.069463836,0,0,1,0,-21
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,10/03/2020,27,0,2,273.523621,-0.7893,113.9213,1,1,25,0.098711767,0,0.074074074,0.925925926,0,-20
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,11/03/2020,34,1,2,273.523621,-0.7893,113.9213,1,1,31,0.124303707,0.029411765,0.058823529,0.911764706,0,-19
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,12/03/2020,34,1,2,273.523621,-0.7893,113.9213,1,1,31,0.124303707,0.029411765,0.058823529,0.911764706,0,-18
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,13/03/2020,69,4,2,273.523621,-0.7893,113.9213,1,1,63,0.252263405,0.057971014,0.028985507,0.913043478,0,-17
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,14/03/2020,96,5,8,273.523621,-0.7893,113.9213,1,1,83,0.350975172,0.052083333,0.083333333,0.864583333,0,-16
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,15/03/2020,117,5,8,273.523621,-0.7893,113.9213,1,1,104,0.427750991,0.042735043,0.068376068,0.888888889,0,-15
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,16/03/2020,134,5,8,273.523621,-0.7893,113.9213,1,1,121,0.489902845,0.037313433,0.059701493,0.902985075,0,-14
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,17/03/2020,172,5,8,273.523621,-0.7893,113.9213,1,1,159,0.628830517,0.029069767,0.046511628,0.924418605,0,-13
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,18/03/2020,227,19,11,273.523621,-0.7893,113.9213,1,1,197,0.829910043,0.083700441,0.04845815,0.86784141,0,-12
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,19/03/2020,311,25,11,273.523621,-0.7893,113.9213,1,1,275,1.137013318,0.080385852,0.035369775,0.884244373,0,-11
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,20/03/2020,369,32,15,273.523621,-0.7893,113.9213,1,1,322,1.349060818,0.086720867,0.040650407,0.872628726,0,-10
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,21/03/2020,450,38,15,273.523621,-0.7893,113.9213,1,1,397,1.64519612,0.084444444,0.033333333,0.882222222,0,-9
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,22/03/2020,514,48,29,273.523621,-0.7893,113.9213,1,1,437,1.879179568,0.093385214,0.056420233,0.850194553,0,-8
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,23/03/2020,579,49,30,273.523621,-0.7893,113.9213,1,1,500,2.116819008,0.08462867,0.051813472,0.863557858,0,-7
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,24/03/2020,686,55,30,273.523621,-0.7893,113.9213,1,1,601,2.508010085,0.080174927,0.043731778,0.876093294,0,-6
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,25/03/2020,790,58,31,273.523621,-0.7893,113.9213,1,1,701,2.888233188,0.073417722,0.039240506,0.887341772,0,-5
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,26/03/2020,893,78,35,273.523621,-0.7893,113.9213,1,1,780,3.2648003,0.087346025,0.039193729,0.873460246,0,-4
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,27/03/2020,1046,87,46,273.523621,-0.7893,113.9213,1,1,913,3.824166981,0.083173996,0.043977055,0.872848948,0,-3
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,28/03/2020,1155,102,59,273.523621,-0.7893,113.9213,1,1,994,4.222670041,0.088311688,0.051082251,0.860606061,0,-2
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,29/03/2020,1285,114,64,273.523621,-0.7893,113.9213,1,1,1107,4.69794892,0.088715953,0.049805447,0.861478599,0,-1
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,30/03/2020,1414,122,75,273.523621,-0.7893,113.9213,1,1,1217,5.169571808,0.086280057,0.053041018,0.860678925,1,0
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,31/03/2020,1528,136,81,273.523621,-0.7893,113.9213,1,1,1311,5.586354825,0.089005236,0.053010471,0.857984293,1,1
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,01/04/2020,1677,157,103,273.523621,-0.7893,113.9213,1,1,1417,6.131097541,0.093619559,0.061419201,0.84496124,1,2
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,02/04/2020,1790,170,112,273.523621,-0.7893,113.9213,1,1,1508,6.544224566,0.094972067,0.062569832,0.842458101,1,3
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,03/04/2020,1986,181,134,273.523621,-0.7893,113.9213,1,1,1671,7.260798876,0.091137966,0.067472306,0.841389728,1,4
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,04/04/2020,2092,191,150,273.523621,-0.7893,113.9213,1,1,1751,7.648333962,0.091300191,0.071701721,0.836998088,1,5
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,05/04/2020,2273,198,164,273.523621,-0.7893,113.9213,1,1,1911,8.310068402,0.087109547,0.072151342,0.840739111,1,6
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,06/04/2020,2491,209,192,273.523621,-0.7893,113.9213,1,1,2090,9.107074522,0.083902047,0.077077479,0.839020474,1,7
Eastern And South-Eastern Asia,South-Eastern Asia,Indonesia,,Indonesia,07/04/2020,2738,221,204,273.523621,-0.7893,113.9213,1,1,2313,10.01010439,0.080715851,0.074506939,0.84477721,1,8
Central And Southern Asia,Southern Asia,Iran,,Iran,19/02/2020,2,2,0,83.992953,32.427908,53.688046,1,1,0,0.023811521,1,0,0,0,-10
Central And Southern Asia,Southern Asia,Iran,,Iran,20/02/2020,5,2,0,83.992953,32.427908,53.688046,1,1,3,0.059528804,0.4,0,0.6,0,-9
Central And Southern Asia,Southern Asia,Iran,,Iran,21/02/2020,18,4,0,83.992953,32.427908,53.688046,1,1,14,0.214303693,0.222222222,0,0.777777778,0,-8
Central And Southern Asia,Southern Asia,Iran,,Iran,22/02/2020,28,5,0,83.992953,32.427908,53.688046,1,1,23,0.3333613,0.178571429,0,0.821428571,0,-7
Central And Southern Asia,Southern Asia,Iran,,Iran,23/02/2020,43,8,0,83.992953,32.427908,53.688046,1,1,35,0.511947711,0.186046512,0,0.813953488,0,-6
Central And Southern Asia,Southern Asia,Iran,,Iran,24/02/2020,61,12,0,83.992953,32.427908,53.688046,1,1,49,0.726251403,0.196721311,0,0.803278689,0,-5
Central And Southern Asia,Southern Asia,Iran,,Iran,25/02/2020,95,16,0,83.992953,32.427908,53.688046,1,1,79,1.131047268,0.168421053,0,0.831578947,0,-4
Central And Southern Asia,Southern Asia,Iran,,Iran,26/02/2020,139,19,49,83.992953,32.427908,53.688046,1,1,71,1.654900739,0.136690647,0.352517986,0.510791367,0,-3
Central And Southern Asia,Southern Asia,Iran,,Iran,27/02/2020,245,26,49,83.992953,32.427908,53.688046,1,1,170,2.916911375,0.106122449,0.2,0.693877551,0,-2
Central And Southern Asia,Southern Asia,Iran,,Iran,28/02/2020,388,34,73,83.992953,32.427908,53.688046,1,1,281,4.619435157,0.087628866,0.18814433,0.724226804,0,-1
Central And Southern Asia,Southern Asia,Iran,,Iran,29/02/2020,593,43,123,83.992953,32.427908,53.688046,1,1,427,7.060116103,0.072512648,0.207419899,0.720067454,1,0
Central And Southern Asia,Southern Asia,Iran,,Iran,01/03/2020,978,54,175,83.992953,32.427908,53.688046,1,1,749,11.64383398,0.055214724,0.178936605,0.765848671,1,1
Central And Southern Asia,Southern Asia,Iran,,Iran,02/03/2020,1501,66,291,83.992953,32.427908,53.688046,1,1,1144,17.87054683,0.043970686,0.193870753,0.762158561,1,2
Central And Southern Asia,Southern Asia,Iran,,Iran,03/03/2020,2336,77,291,83.992953,32.427908,53.688046,1,1,1968,27.81185703,0.032962329,0.124571918,0.842465753,1,3
Central And Southern Asia,Southern Asia,Iran,,Iran,04/03/2020,2922,92,552,83.992953,32.427908,53.688046,1,1,2278,34.7886328,0.031485284,0.188911704,0.779603012,1,4
Central And Southern Asia,Southern Asia,Iran,,Iran,05/03/2020,3513,107,739,83.992953,32.427908,53.688046,1,1,2667,41.82493738,0.030458298,0.210361514,0.759180188,1,5
Central And Southern Asia,Southern Asia,Iran,,Iran,06/03/2020,4747,124,913,83.992953,32.427908,53.688046,1,1,3710,56.5166461,0.026121761,0.192331999,0.78154624,1,6
Central And Southern Asia,Southern Asia,Iran,,Iran,07/03/2020,5823,145,1669,83.992953,32.427908,53.688046,1,1,4009,69.32724463,0.024901254,0.286622016,0.68847673,1,7
Central And Southern Asia,Southern Asia,Iran,,Iran,08/03/2020,6566,194,2134,83.992953,32.427908,53.688046,1,1,4238,78.17322484,0.029546147,0.325007615,0.645446238,1,8
Central And Southern Asia,Southern Asia,Iran,,Iran,09/03/2020,7161,237,2394,83.992953,32.427908,53.688046,1,1,4530,85.25715247,0.033095936,0.33431085,0.632593213,1,9
Central And Southern Asia,Southern Asia,Iran,,Iran,10/03/2020,8042,291,2731,83.992953,32.427908,53.688046,1,1,5020,95.74612765,0.036185029,0.339592141,0.62422283,1,10
Central And Southern Asia,Southern Asia,Iran,,Iran,11/03/2020,9000,354,2959,83.992953,32.427908,53.688046,1,1,5687,107.1518464,0.039333333,0.328777778,0.631888889,1,11
Central And Southern Asia,Southern Asia,Iran,,Iran,12/03/2020,10075,429,2959,83.992953,32.427908,53.688046,1,1,6687,119.9505392,0.042580645,0.29369727,0.663722084,1,12
